 FASTA header,location, IDR start, IDR end
sp|O23236|MPK14_ARATH Mitogen-activated protein kinase 14 OS=Arabidopsis thaliana OX=3702 GN=MPK14 PE=1 SV=1,C-terminal,324,361
sp|O81000|ERG15_ARATH Squalene epoxidase 2; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SQE2 PE=1 SV=1,N-terminal,1,121
sp|P0DO60|SCOP3_ARATH Serine rich endogenous peptide 3 OS=Arabidopsis thaliana OX=3702 GN=PROSCOOP3 PE=2 SV=1,IDP,1,53
sp|P42818|KPK1_ARATH Serine/threonine-protein kinase AtPK1/AtPK6 OS=Arabidopsis thaliana OX=3702 GN=ATPK1 PE=1 SV=1,N-terminal,1,122
sp|P42818|KPK1_ARATH Serine/threonine-protein kinase AtPK1/AtPK6 OS=Arabidopsis thaliana OX=3702 GN=ATPK1 PE=1 SV=1,C-terminal,426,465
sp|Q08A71|ANM6_ARATH Probable protein arginine N-methyltransferase 6 OS=Arabidopsis thaliana OX=3702 GN=PRMT6 PE=2 SV=1,N-terminal,1,75
sp|Q08A71|ANM6_ARATH Probable protein arginine N-methyltransferase 6 OS=Arabidopsis thaliana OX=3702 GN=PRMT6 PE=2 SV=1,middle,328,375
tr|Q1G3S9|Q1G3S9_ARATH At2g01913 OS=Arabidopsis thaliana OX=3702 GN=At2g01913 PE=2 SV=1,IDP,1,138
tr|Q1G3V0|Q1G3V0_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At1g09625 PE=2 SV=1,IDP,1,74
sp|Q38833|CHLG_ARATH Chlorophyll synthase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CHLG PE=2 SV=1,N-terminal,1,94
tr|Q3EAQ8|Q3EAQ8_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g43583 PE=4 SV=1,IDP,1,100
tr|Q3EBW2|Q3EBW2_ARATH At2g22905 OS=Arabidopsis thaliana OX=3702 GN=At2g22905 PE=2 SV=1,N-terminal,1,75
tr|Q4TU44|Q4TU44_ARATH Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=At1g55430 PE=2 SV=1,middle,108,171
tr|Q501B0|Q501B0_ARATH At2g46780 OS=Arabidopsis thaliana OX=3702 GN=At2g46780 PE=1 SV=1,C-terminal,99,336
tr|Q680G2|Q680G2_ARATH HTH-type transcriptional regulator OS=Arabidopsis thaliana OX=3702 GN=At2g23690 PE=2 SV=1,C-terminal,97,163
sp|Q6SJR1|TAF4_ARATH Transcription initiation factor TFIID subunit 4 OS=Arabidopsis thaliana OX=3702 GN=TAF4 PE=1 SV=1,N-terminal,1,75
sp|Q6SJR1|TAF4_ARATH Transcription initiation factor TFIID subunit 4 OS=Arabidopsis thaliana OX=3702 GN=TAF4 PE=1 SV=1,middle,145,487
sp|Q6SJR1|TAF4_ARATH Transcription initiation factor TFIID subunit 4 OS=Arabidopsis thaliana OX=3702 GN=TAF4 PE=1 SV=1,C-terminal,588,720
sp|Q700E3|BH027_ARATH Transcription factor bHLH27 OS=Arabidopsis thaliana OX=3702 GN=BHLH27 PE=2 SV=1,N-terminal,1,79
sp|Q700E3|BH027_ARATH Transcription factor bHLH27 OS=Arabidopsis thaliana OX=3702 GN=BHLH27 PE=2 SV=1,middle,121,152
sp|Q8GYS8|LTG17_ARATH Non-specific lipid transfer protein GPI-anchored 17 OS=Arabidopsis thaliana OX=3702 GN=LTPG17 PE=2 SV=1,N-terminal,1,32
sp|Q8H100|AGD8_ARATH Probable ADP-ribosylation factor GTPase-activating protein AGD8 OS=Arabidopsis thaliana OX=3702 GN=AGD8 PE=1 SV=1,C-terminal,133,413
tr|Q8LC41|Q8LC41_ARATH At1g52855 OS=Arabidopsis thaliana OX=3702 GN=At1g52855 PE=2 SV=1,IDP,1,68
sp|Q8LF65|ATL17_ARATH RING-H2 finger protein ATL17 OS=Arabidopsis thaliana OX=3702 GN=ATL17 PE=2 SV=2,IDP,1,235
sp|Q8VYP9|ICML1_ARATH Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 OS=Arabidopsis thaliana OX=3702 GN=ICMEL1 PE=2 SV=1,N-terminal,1,119
tr|Q949Y1|Q949Y1_ARATH Uncharacterized protein At1g63240 OS=Arabidopsis thaliana OX=3702 GN=At1g63240 PE=1 SV=1,IDP,1,548
sp|Q96255|SERB1_ARATH Phosphoserine aminotransferase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAT1 PE=1 SV=1,N-terminal,1,73
sp|Q9CAT6|OCT1_ARATH Organic cation/carnitine transporter 1 OS=Arabidopsis thaliana OX=3702 GN=OCT1 PE=2 SV=1,N-terminal,1,39
sp|Q9FHA2|ALC_ARATH Transcription factor ALC OS=Arabidopsis thaliana OX=3702 GN=ALC PE=2 SV=1,N-terminal,1,81
sp|Q9FHA2|ALC_ARATH Transcription factor ALC OS=Arabidopsis thaliana OX=3702 GN=ALC PE=2 SV=1,C-terminal,157,210
sp|Q9FHW9|GDL90_ARATH GDSL esterase/lipase At5g42170 OS=Arabidopsis thaliana OX=3702 GN=At5g42170/At5g42160 PE=3 SV=2,N-terminal,1,38
tr|Q9FXA1|Q9FXA1_ARATH At1g49750 OS=Arabidopsis thaliana OX=3702 GN=At1g49750 PE=1 SV=1,N-terminal,1,117
tr|Q9LHN2|Q9LHN2_ARATH At3g18870 OS=Arabidopsis thaliana OX=3702 GN=MTERF11 PE=1 SV=1,N-terminal,1,55
tr|Q9LHS5|Q9LHS5_ARATH Cell division related protein-like OS=Arabidopsis thaliana OX=3702 GN=ATGLSA2 PE=1 SV=1,N-terminal,1,94
tr|Q9LHS5|Q9LHS5_ARATH Cell division related protein-like OS=Arabidopsis thaliana OX=3702 GN=ATGLSA2 PE=1 SV=1,middle,420,486
tr|Q9LHS5|Q9LHS5_ARATH Cell division related protein-like OS=Arabidopsis thaliana OX=3702 GN=ATGLSA2 PE=1 SV=1,middle,532,608
sp|Q9LN68|GATL1_ARATH Probable galacturonosyltransferase-like 1 OS=Arabidopsis thaliana OX=3702 GN=GATL1 PE=2 SV=1,N-terminal,1,47
sp|Q9LP46|SCAR3_ARATH Protein SCAR3 OS=Arabidopsis thaliana OX=3702 GN=SCAR3 PE=1 SV=1,C-terminal,151,1020
sp|Q9LRR6|CID9_ARATH Polyadenylate-binding protein-interacting protein 9 OS=Arabidopsis thaliana OX=3702 GN=CID9 PE=4 SV=1,N-terminal,1,135
tr|Q9LSH4|Q9LSH4_ARATH At3g17740 OS=Arabidopsis thaliana OX=3702 GN=At3g17740 PE=1 SV=1,N-terminal,1,280
tr|Q9LSH4|Q9LSH4_ARATH At3g17740 OS=Arabidopsis thaliana OX=3702 GN=At3g17740 PE=1 SV=1,middle,512,641
tr|Q9LT52|Q9LT52_ARATH At5g49640 OS=Arabidopsis thaliana OX=3702 GN=MNI5.2 PE=2 SV=1,IDP,1,70
sp|Q9LU21|PNSB3_ARATH Photosynthetic NDH subunit of subcomplex B 3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PNSB3 PE=1 SV=1,N-terminal,1,68
sp|Q9LVC9|RLA32_ARATH Large ribosomal subunit protein P3y OS=Arabidopsis thaliana OX=3702 GN=RPP3B PE=2 SV=1,IDP,1,120
tr|Q9LXT5|Q9LXT5_ARATH Ribosomal protein L1p/L10e family OS=Arabidopsis thaliana OX=3702 GN=T20N10_10 PE=1 SV=1,N-terminal,1,41
tr|Q9LXT5|Q9LXT5_ARATH Ribosomal protein L1p/L10e family OS=Arabidopsis thaliana OX=3702 GN=T20N10_10 PE=1 SV=1,C-terminal,272,446
sp|Q9M1B0|NLP9_ARATH Protein NLP9 OS=Arabidopsis thaliana OX=3702 GN=NLP9 PE=2 SV=1,N-terminal,1,107
sp|Q9M1B0|NLP9_ARATH Protein NLP9 OS=Arabidopsis thaliana OX=3702 GN=NLP9 PE=2 SV=1,middle,446,539
sp|Q9M1B0|NLP9_ARATH Protein NLP9 OS=Arabidopsis thaliana OX=3702 GN=NLP9 PE=2 SV=1,middle,621,799
sp|Q9S7T5|OFP14_ARATH Transcription repressor OFP14 OS=Arabidopsis thaliana OX=3702 GN=OFP14 PE=1 SV=1,N-terminal,1,190
sp|Q9S816|NPC5_ARATH Non-specific phospholipase C5 OS=Arabidopsis thaliana OX=3702 GN=NPC5 PE=1 SV=1,C-terminal,481,521
sp|Q9SA07|AGL63_ARATH Agamous-like MADS-box protein AGL63 OS=Arabidopsis thaliana OX=3702 GN=AGL63 PE=1 SV=1,C-terminal,151,215
sp|Q9SD02|P2C47_ARATH Probable protein phosphatase 2C 47 OS=Arabidopsis thaliana OX=3702 GN=At3g51470 PE=1 SV=1,N-terminal,1,90
sp|Q9SD39|PMTR_ARATH Probable methyltransferase PMT27 OS=Arabidopsis thaliana OX=3702 GN=At3g51070 PE=3 SV=1,N-terminal,1,361
tr|Q9SIN8|Q9SIN8_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At2g31700 PE=4 SV=1,IDP,1,131
sp|Q9SJZ6|MED18_ARATH Mediator of RNA polymerase II transcription subunit 18 OS=Arabidopsis thaliana OX=3702 GN=MED18 PE=1 SV=1,C-terminal,136,219
sp|Q9STV0|GWD2_ARATH Alpha-glucan water dikinase 2 OS=Arabidopsis thaliana OX=3702 GN=GWD2 PE=2 SV=3,middle,177,244
tr|Q9SVR1|Q9SVR1_ARATH At4g13160 OS=Arabidopsis thaliana OX=3702 GN=At4g13160 PE=1 SV=1,middle,71,102
tr|Q9SVR1|Q9SVR1_ARATH At4g13160 OS=Arabidopsis thaliana OX=3702 GN=At4g13160 PE=1 SV=1,C-terminal,207,282
sp|Q9ZV27|SMR10_ARATH Cyclin-dependent protein kinase inhibitor SMR10 OS=Arabidopsis thaliana OX=3702 GN=SMR10 PE=2 SV=1,IDP,1,156
tr|A0A1P8B1C9|A0A1P8B1C9_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g39690 PE=4 SV=1,middle,115,269
tr|A0A1P8BGL3|A0A1P8BGL3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g37715 PE=4 SV=1,IDP,1,34
tr|B3H4X9|B3H4X9_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g04855 PE=4 SV=1,IDP,1,44
sp|B3H5Q2|GLV8_ARATH Protein GOLVEN 8 OS=Arabidopsis thaliana OX=3702 GN=GLV8 PE=2 SV=1,IDP,1,111
tr|C0SV91|C0SV91_ARATH CCT motif family protein (Fragment) OS=Arabidopsis thaliana OX=3702 GN=At2g46670 PE=2 SV=1,IDP,1,183
tr|F4HWD0|F4HWD0_ARATH DUF547 domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g21060 PE=1 SV=2,N-terminal,1,179
tr|F4HWD0|F4HWD0_ARATH DUF547 domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g21060 PE=1 SV=2,middle,223,256
tr|F4HWD0|F4HWD0_ARATH DUF547 domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g21060 PE=1 SV=2,C-terminal,480,517
tr|F4IEB6|F4IEB6_ARATH PLATZ transcription factor family protein OS=Arabidopsis thaliana OX=3702 GN=At1g32700 PE=1 SV=1,C-terminal,144,213
tr|F4IMJ8|F4IMJ8_ARATH Pyridoxal phosphate (PLP)-dependent transferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g23520 PE=1 SV=1,N-terminal,1,81
tr|F4IMJ8|F4IMJ8_ARATH Pyridoxal phosphate (PLP)-dependent transferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g23520 PE=1 SV=1,middle,405,701
tr|F4IUN0|F4IUN0_ARATH Transducin family protein / WD-40 repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At2g26610 PE=1 SV=1,N-terminal,1,72
tr|F4IUN0|F4IUN0_ARATH Transducin family protein / WD-40 repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At2g26610 PE=1 SV=1,middle,620,658
tr|F4IUN0|F4IUN0_ARATH Transducin family protein / WD-40 repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At2g26610 PE=1 SV=1,middle,840,892
tr|F4IUN0|F4IUN0_ARATH Transducin family protein / WD-40 repeat family protein OS=Arabidopsis thaliana OX=3702 GN=At2g26610 PE=1 SV=1,middle,973,1013
sp|F4J6N7|SOFL3_ARATH Protein SOB FIVE-LIKE 3 OS=Arabidopsis thaliana OX=3702 GN=SOFL3 PE=2 SV=1,IDP,1,128
tr|F4J8I0|F4J8I0_ARATH Serine-rich adhesin for platelets-like protein OS=Arabidopsis thaliana OX=3702 GN=TRM6 PE=1 SV=1,N-terminal,1,642
tr|F4JG75|F4JG75_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g01915 PE=4 SV=1,IDP,1,106
tr|F4JLY4|F4JLY4_ARATH Cytochrome P450; family 706; subfamily A; polypeptide 1 OS=Arabidopsis thaliana OX=3702 GN=CYP706A1 PE=1 SV=1,N-terminal,1,47
sp|F4JTP5|STY46_ARATH Serine/threonine-protein kinase STY46 OS=Arabidopsis thaliana OX=3702 GN=STY46 PE=1 SV=1,middle,102,177
tr|F4JU09|F4JU09_ARATH Toll-Interleukin-Resistance (TIR) domain family protein OS=Arabidopsis thaliana OX=3702 GN=At4g19920 PE=4 SV=1,N-terminal,1,49
tr|F4JUV3|F4JUV3_ARATH Transcription factor TFIIE; alpha subunit OS=Arabidopsis thaliana OX=3702 GN=At4g20340 PE=1 SV=1,C-terminal,268,475
tr|F4K529|F4K529_ARATH Ubiquitin carboxyl-terminal hydrolase-related protein OS=Arabidopsis thaliana OX=3702 GN=At5g61950 PE=1 SV=1,middle,154,185
tr|F4K529|F4K529_ARATH Ubiquitin carboxyl-terminal hydrolase-related protein OS=Arabidopsis thaliana OX=3702 GN=At5g61950 PE=1 SV=1,middle,710,824
sp|F4K6X0|CHR42_ARATH Protein CHLORORESPIRATORY REDUCTION 42; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CRR42 PE=1 SV=2,N-terminal,1,49
sp|O04348|TPP1_ARATH Thylakoidal processing peptidase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TPP1 PE=2 SV=2,N-terminal,1,47
sp|O04719|P2C77_ARATH Protein phosphatase 2C 77 OS=Arabidopsis thaliana OX=3702 GN=ABI2 PE=1 SV=1,N-terminal,1,108
sp|O04719|P2C77_ARATH Protein phosphatase 2C 77 OS=Arabidopsis thaliana OX=3702 GN=ABI2 PE=1 SV=1,C-terminal,370,423
sp|O23346|HIS5B_ARATH Imidazoleglycerol-phosphate dehydratase 2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HISN5B PE=1 SV=2,N-terminal,1,84
sp|O49413|IWS2_ARATH Protein IWS1 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=IWS2 PE=1 SV=1,N-terminal,1,129
sp|O49413|IWS2_ARATH Protein IWS1 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=IWS2 PE=1 SV=1,C-terminal,360,406
tr|O64573|O64573_ARATH non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=At2g19400 PE=1 SV=2,middle,255,289
tr|O64573|O64573_ARATH non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=At2g19400 PE=1 SV=2,C-terminal,482,527
sp|P42777|GBF4_ARATH G-box-binding factor 4 OS=Arabidopsis thaliana OX=3702 GN=GBF4 PE=1 SV=1,N-terminal,1,183
sp|Q39069|CCB13_ARATH Cyclin-B1-3 OS=Arabidopsis thaliana OX=3702 GN=CYCB1-3 PE=2 SV=2,N-terminal,1,144
sp|Q3ECH2|LRL28_ARATH LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.8 OS=Arabidopsis thaliana OX=3702 GN=LRK10L-2.8 PE=2 SV=2,C-terminal,778,892
tr|Q45GL9|Q45GL9_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g77160 PE=2 SV=1,C-terminal,200,263
sp|Q6NQ99|POLAR_ARATH Protein POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION OS=Arabidopsis thaliana OX=3702 GN=POLAR PE=1 SV=1,N-terminal,1,253
sp|Q6NQ99|POLAR_ARATH Protein POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION OS=Arabidopsis thaliana OX=3702 GN=POLAR PE=1 SV=1,C-terminal,305,344
sp|Q7Y220|PLIP1_ARATH Phospholipase A1 PLIP1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLIP1 PE=1 SV=1,N-terminal,1,174
sp|Q7Y220|PLIP1_ARATH Phospholipase A1 PLIP1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLIP1 PE=1 SV=1,middle,247,328
sp|Q84W55|IP5PF_ARATH Type II inositol polyphosphate 5-phosphatase 15 OS=Arabidopsis thaliana OX=3702 GN=IP5P15 PE=1 SV=2,N-terminal,1,87
sp|Q84W55|IP5PF_ARATH Type II inositol polyphosphate 5-phosphatase 15 OS=Arabidopsis thaliana OX=3702 GN=IP5P15 PE=1 SV=2,middle,352,382
sp|Q84W55|IP5PF_ARATH Type II inositol polyphosphate 5-phosphatase 15 OS=Arabidopsis thaliana OX=3702 GN=IP5P15 PE=1 SV=2,C-terminal,1053,1101
sp|Q8L3X8|SRC30_ARATH Serine/arginine-rich SC35-like splicing factor SCL30 OS=Arabidopsis thaliana OX=3702 GN=SCL30 PE=1 SV=1,N-terminal,1,53
sp|Q8L3X8|SRC30_ARATH Serine/arginine-rich SC35-like splicing factor SCL30 OS=Arabidopsis thaliana OX=3702 GN=SCL30 PE=1 SV=1,C-terminal,123,262
tr|Q8L4C5|Q8L4C5_ARATH Serine/arginine repetitive matrix-like protein OS=Arabidopsis thaliana OX=3702 GN=At4g22190 PE=1 SV=1,IDP,1,387
sp|Q8L6Z8|XYLL1_ARATH D-xylose-proton symporter-like 1 OS=Arabidopsis thaliana OX=3702 GN=At3g03090 PE=2 SV=1,N-terminal,1,41
sp|Q8L7I1|Y4193_ARATH Uncharacterized protein At4g10930 OS=Arabidopsis thaliana OX=3702 GN=At4g10930 PE=2 SV=1,N-terminal,1,260
sp|Q8L7I1|Y4193_ARATH Uncharacterized protein At4g10930 OS=Arabidopsis thaliana OX=3702 GN=At4g10930 PE=2 SV=1,middle,384,557
sp|Q8L7I1|Y4193_ARATH Uncharacterized protein At4g10930 OS=Arabidopsis thaliana OX=3702 GN=At4g10930 PE=2 SV=1,middle,610,908
sp|Q8LFA9|METL2_ARATH Methyltransferase-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=At1g19340 PE=1 SV=2,N-terminal,1,136
sp|Q8S4Q6|FHY1_ARATH Protein FAR-RED ELONGATED HYPOCOTYL 1 OS=Arabidopsis thaliana OX=3702 GN=FHY1 PE=1 SV=1,IDP,1,202
tr|Q8VYF0|Q8VYF0_ARATH Expressed protein OS=Arabidopsis thaliana OX=3702 GN=At2g27590 PE=1 SV=1,N-terminal,1,63
tr|Q8VYF0|Q8VYF0_ARATH Expressed protein OS=Arabidopsis thaliana OX=3702 GN=At2g27590 PE=1 SV=1,middle,165,204
tr|Q93WK6|Q93WK6_ARATH DNA polymerase epsilon catalytic subunit A OS=Arabidopsis thaliana OX=3702 GN=At1g19530 PE=1 SV=1,IDP,1,117
sp|Q93ZH2|NFYA3_ARATH Nuclear transcription factor Y subunit A-3 OS=Arabidopsis thaliana OX=3702 GN=NFYA3 PE=2 SV=2,N-terminal,1,176
sp|Q93ZH2|NFYA3_ARATH Nuclear transcription factor Y subunit A-3 OS=Arabidopsis thaliana OX=3702 GN=NFYA3 PE=2 SV=2,C-terminal,222,340
sp|Q940L4|PLIP3_ARATH Phospholipase A1 PLIP3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLIP3 PE=1 SV=1,N-terminal,1,143
sp|Q940L4|PLIP3_ARATH Phospholipase A1 PLIP3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLIP3 PE=1 SV=1,middle,202,288
tr|Q9C6H1|Q9C6H1_ARATH RNI-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g66640 PE=4 SV=1,N-terminal,1,31
tr|Q9C9Y9|Q9C9Y9_ARATH At3g08670 OS=Arabidopsis thaliana OX=3702 GN=BPP6 PE=1 SV=1,IDP,1,567
sp|Q9FFN1|PP363_ARATH Pentatricopeptide repeat-containing protein At5g03800 OS=Arabidopsis thaliana OX=3702 GN=EMB175 PE=2 SV=1,N-terminal,1,74
sp|Q9FFN7|DGK2_ARATH Diacylglycerol kinase 2 OS=Arabidopsis thaliana OX=3702 GN=DGK2 PE=1 SV=1,middle,247,325
tr|Q9FHA1|Q9FHA1_ARATH RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=CTL11 PE=4 SV=1,N-terminal,1,216
sp|Q9FHE8|P2A06_ARATH Protein PHLOEM PROTEIN 2-LIKE A6 OS=Arabidopsis thaliana OX=3702 GN=PP2A6 PE=2 SV=1,middle,198,252
tr|Q9FHP0|Q9FHP0_ARATH BSD domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At5g65910 PE=1 SV=1,N-terminal,1,93
tr|Q9FHP0|Q9FHP0_ARATH BSD domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At5g65910 PE=1 SV=1,C-terminal,253,432
sp|Q9FMM3|EXA1_ARATH Protein ESSENTIAL FOR POTEXVIRUS ACCUMULATION 1 OS=Arabidopsis thaliana OX=3702 GN=EXA1 PE=1 SV=1,N-terminal,1,539
sp|Q9FMM3|EXA1_ARATH Protein ESSENTIAL FOR POTEXVIRUS ACCUMULATION 1 OS=Arabidopsis thaliana OX=3702 GN=EXA1 PE=1 SV=1,middle,589,1570
sp|Q9FMM3|EXA1_ARATH Protein ESSENTIAL FOR POTEXVIRUS ACCUMULATION 1 OS=Arabidopsis thaliana OX=3702 GN=EXA1 PE=1 SV=1,C-terminal,1648,1714
tr|Q9FW50|Q9FW50_ARATH Uncharacterized protein T1E4.1 OS=Arabidopsis thaliana OX=3702 GN=At1g33640 PE=4 SV=1,IDP,1,51
sp|Q9LHL6|TBL1_ARATH Protein trichome birefringence-like 1 OS=Arabidopsis thaliana OX=3702 GN=TBL1 PE=2 SV=1,N-terminal,1,194
sp|Q9LMS5|GDL3_ARATH GDSL esterase/lipase At1g18120 OS=Arabidopsis thaliana OX=3702 GN=At1g18120 PE=3 SV=1,N-terminal,1,32
tr|Q9LTK2|Q9LTK2_ARATH Dbj|BAA83359.1 OS=Arabidopsis thaliana OX=3702 GN=At5g52180 PE=1 SV=1,middle,44,95
sp|Q9LTY1|MAD1_ARATH Mitotic spindle checkpoint protein MAD1 OS=Arabidopsis thaliana OX=3702 GN=MAD1 PE=1 SV=1,N-terminal,1,57
sp|Q9LUN2|YSL5_ARATH Probable metal-nicotianamine transporter YSL5 OS=Arabidopsis thaliana OX=3702 GN=YSL5 PE=1 SV=1,N-terminal,1,55
sp|Q9M0Y9|RIC10_ARATH CRIB domain-containing protein RIC10 OS=Arabidopsis thaliana OX=3702 GN=RIC10 PE=2 SV=1,IDP,1,156
sp|Q9S775|PKL_ARATH CHD3-type chromatin-remodeling factor PICKLE OS=Arabidopsis thaliana OX=3702 GN=PKL PE=1 SV=1,N-terminal,1,34
sp|Q9S775|PKL_ARATH CHD3-type chromatin-remodeling factor PICKLE OS=Arabidopsis thaliana OX=3702 GN=PKL PE=1 SV=1,middle,760,946
sp|Q9S775|PKL_ARATH CHD3-type chromatin-remodeling factor PICKLE OS=Arabidopsis thaliana OX=3702 GN=PKL PE=1 SV=1,C-terminal,1113,1384
sp|Q9SLH0|EIL1_ARATH ETHYLENE INSENSITIVE 3-like 1 protein OS=Arabidopsis thaliana OX=3702 GN=EIL1 PE=1 SV=1,N-terminal,1,93
sp|Q9SLH0|EIL1_ARATH ETHYLENE INSENSITIVE 3-like 1 protein OS=Arabidopsis thaliana OX=3702 GN=EIL1 PE=1 SV=1,middle,306,348
sp|Q9SLH0|EIL1_ARATH ETHYLENE INSENSITIVE 3-like 1 protein OS=Arabidopsis thaliana OX=3702 GN=EIL1 PE=1 SV=1,C-terminal,493,584
tr|Q9SNA6|Q9SNA6_ARATH Uncharacterized protein F18L15.20 OS=Arabidopsis thaliana OX=3702 GN=F18L15.20 PE=2 SV=1,IDP,1,141
sp|Q9SR25|AEL2_ARATH Protein AE7-like 2 OS=Arabidopsis thaliana OX=3702 GN=AEL2 PE=2 SV=2,N-terminal,1,45
tr|Q9XEE4|Q9XEE4_ARATH Hypothetical Ser-Thr protein kinase OS=Arabidopsis thaliana OX=3702 GN=DYRKP-3 PE=1 SV=1,middle,45,224
sp|Q9XIP5|Y2741_ARATH Putative B3 domain-containing protein At2g27410 OS=Arabidopsis thaliana OX=3702 GN=At2g27410 PE=3 SV=2,N-terminal,1,67
sp|Q9XIP5|Y2741_ARATH Putative B3 domain-containing protein At2g27410 OS=Arabidopsis thaliana OX=3702 GN=At2g27410 PE=3 SV=2,C-terminal,207,257
tr|Q9ZQZ3|Q9ZQZ3_ARATH Uncharacterized protein AT4g03380 OS=Arabidopsis thaliana OX=3702 GN=At4g03380 PE=4 SV=1,C-terminal,73,200
sp|Q9ZV71|B3GT3_ARATH Probable beta-1;3-galactosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=B3GALT3 PE=2 SV=1,N-terminal,1,64
sp|Q9ZV71|B3GT3_ARATH Probable beta-1;3-galactosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=B3GALT3 PE=2 SV=1,middle,116,168
tr|A0A1P8AWK7|A0A1P8AWK7_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At1g35215 PE=4 SV=1,N-terminal,1,71
tr|A0A1P8B6X2|A0A1P8B6X2_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=DL4060C PE=4 SV=1,N-terminal,1,42
tr|A0A1P8BDW4|A0A1P8BDW4_ARATH DUF1216 domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=MYH19.6 PE=1 SV=1,N-terminal,1,40
tr|A0A1P8BDW4|A0A1P8BDW4_ARATH DUF1216 domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=MYH19.6 PE=1 SV=1,C-terminal,94,294
tr|A8MQY6|A8MQY6_ARATH ECA1 gametogenesis related family protein OS=Arabidopsis thaliana OX=3702 GN=At5g36320 PE=4 SV=1,N-terminal,1,41
tr|B3H683|B3H683_ARATH Heat shock protein 70 (Hsp 70) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g32208 PE=4 SV=1,N-terminal,1,52
tr|B3H683|B3H683_ARATH Heat shock protein 70 (Hsp 70) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g32208 PE=4 SV=1,C-terminal,117,153
tr|F4IA60|F4IA60_ARATH Outer arm dynein light chain 1 protein OS=Arabidopsis thaliana OX=3702 GN=At1g78230 PE=1 SV=1,N-terminal,1,451
tr|F4IA60|F4IA60_ARATH Outer arm dynein light chain 1 protein OS=Arabidopsis thaliana OX=3702 GN=At1g78230 PE=1 SV=1,C-terminal,588,681
sp|F4ICB6|IBS1_ARATH Protein IMPAIRED IN BABA-INDUCED STERILITY 1 OS=Arabidopsis thaliana OX=3702 GN=IBS1 PE=3 SV=1,N-terminal,1,88
sp|F4ICB6|IBS1_ARATH Protein IMPAIRED IN BABA-INDUCED STERILITY 1 OS=Arabidopsis thaliana OX=3702 GN=IBS1 PE=3 SV=1,C-terminal,418,709
