IDR ID, asphericity, scaling_exponent,Normalized Rg (A),Normalized Re (A)
sp|Q8H2D0|REM7_ARATH B3 domain-containing protein REM7 OS=Arabidopsis thaliana OX=3702 GN=REM7 PE=2 SV=1_121_163,0.442,0.569,0.022393399840047137,0.032857845548450566
sp|Q8L3Z8|FZR2_ARATH Protein FIZZY-RELATED 2 OS=Arabidopsis thaliana OX=3702 GN=FZR2 PE=1 SV=1_1_162,0.392,0.539,0.10489539925074713,0.12503689129365472
sp|Q8L6Z7|EXO1_ARATH Exonuclease 1 OS=Arabidopsis thaliana OX=3702 GN=EXO1 PE=2 SV=2_303_735,0.42,0.548,0.23104769120680219,0.26540088539104767
tr|Q8L9N1|Q8L9N1_ARATH Hydroxyproline-rich glycoprotein family protein OS=Arabidopsis thaliana OX=3702 GN=At3g02120 PE=1 SV=1_1_126,0.429,0.558,0.09858147072441804,0.11321200196753567
sp|Q8VYB5|AMSH1_ARATH AMSH-like ubiquitin thioesterase 1 OS=Arabidopsis thaliana OX=3702 GN=AMSH1 PE=2 SV=1_114_329,0.403,0.523,0.13789619901502714,0.16082636497786523
sp|Q8VYL3|APA2_ARATH Aspartic proteinase A2 OS=Arabidopsis thaliana OX=3702 GN=APA2 PE=2 SV=1_1_76,0.406,0.517,0.04398703540009259,0.053025086079685195
sp|Q93WL3|CLPT1_ARATH ATP-dependent Clp protease ATP-binding subunit CLPT1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CLPT1 PE=1 SV=1_1_83,0.439,0.568,0.06406532811381908,0.0793310378750615
tr|Q9C7N9|Q9C7N9_ARATH Cytochrome C oxidase polypeptide VIB family protein OS=Arabidopsis thaliana OX=3702 GN=At1g29620 PE=4 SV=1_1_146,0.433,0.571,0.10434819211179863,0.12377766847024105
tr|Q9FFJ4|Q9FFJ4_ARATH Emb|CAB81597.1 OS=Arabidopsis thaliana OX=3702 GN=BDR6 PE=4 SV=1_1_100,0.403,0.538,0.06675927095171949,0.08181013280865715
tr|Q9FFJ4|Q9FFJ4_ARATH Emb|CAB81597.1 OS=Arabidopsis thaliana OX=3702 GN=BDR6 PE=4 SV=1_380_439,0.442,0.579,0.040367049711663924,0.055248401377274964
tr|Q9FG46|Q9FG46_ARATH Similarity to unknown protein OS=Arabidopsis thaliana OX=3702 GN=AGAMOUS-like 105 PE=1 SV=1_543_579,0.565,0.619,0.029843835501115454,0.05046728971962617
sp|Q9FGE6|CID13_ARATH Polyadenylate-binding protein-interacting protein 13 OS=Arabidopsis thaliana OX=3702 GN=CID13 PE=4 SV=1_1_65,0.442,0.576,0.04436587111167235,0.056330545991146085
tr|Q9FGT2|Q9FGT2_ARATH ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase OS=Arabidopsis thaliana OX=3702 GN=At5g58120 PE=4 SV=1_1001_1046,0.431,0.544,0.023319442690575416,0.033467781603541566
sp|Q9FL78|EXP26_ARATH Putative expansin-A26 OS=Arabidopsis thaliana OX=3702 GN=EXPA26 PE=3 SV=2_1_47,0.436,0.572,0.026181756955844595,0.03720609936055091
sp|Q9FNJ9|CA1P_ARATH Probable 2-carboxy-D-arabinitol-1-phosphatase OS=Arabidopsis thaliana OX=3702 GN=At5g22620 PE=1 SV=1_1_46,0.399,0.556,0.025297806962158522,0.035966551893753085
sp|Q9LM33|MPK8_ARATH Mitogen-activated protein kinase 8 OS=Arabidopsis thaliana OX=3702 GN=MPK8 PE=1 SV=2_1_80,0.399,0.514,0.046554699667466434,0.055602557796360065
sp|Q9LM33|MPK8_ARATH Mitogen-activated protein kinase 8 OS=Arabidopsis thaliana OX=3702 GN=MPK8 PE=1 SV=2_471_589,0.416,0.554,0.08115502799174978,0.09766847024102313
sp|Q9LQ15|PPR95_ARATH Pentatricopeptide repeat-containing protein At1g62914; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g62914 PE=2 SV=1_1_47,0.366,0.544,0.022477585553731524,0.031775700934579446
sp|Q9LS28|GTE12_ARATH Transcription factor GTE12 OS=Arabidopsis thaliana OX=3702 GN=GTE12 PE=2 SV=2_1_63,0.43,0.577,0.04348192111798628,0.05790457452041319
sp|Q9LS28|GTE12_ARATH Transcription factor GTE12 OS=Arabidopsis thaliana OX=3702 GN=GTE12 PE=2 SV=2_189_329,0.434,0.573,0.10468493496653618,0.1252336448598131
sp|Q9LXZ8|TRH10_ARATH Putative thioredoxin H10 OS=Arabidopsis thaliana OX=3702 GN=At3g56420 PE=3 SV=2_1_43,0.417,0.551,0.01620574988424464,0.027584849975405803
sp|Q9S7L9|CX6B1_ARATH Cytochrome c oxidase subunit 6b-1 OS=Arabidopsis thaliana OX=3702 GN=COX6B-1 PE=1 SV=1_1_120,0.449,0.597,0.10316959212021719,0.12688637481554355
tr|Q9SAI8|Q9SAI8_ARATH F23A5.5 OS=Arabidopsis thaliana OX=3702 GN=At1g80700 PE=1 SV=1_1_49,0.426,0.55,0.023445721261101986,0.032621741269060506
tr|Q9SAI8|Q9SAI8_ARATH F23A5.5 OS=Arabidopsis thaliana OX=3702 GN=At1g80700 PE=1 SV=1_122_214,0.442,0.57,0.0709264637790967,0.08598130841121496
tr|Q9SCZ9|Q9SCZ9_ARATH At3g51500 OS=Arabidopsis thaliana OX=3702 GN=F26O13.140 PE=1 SV=1_1_63,0.461,0.568,0.048869806793787086,0.06121003443187408
sp|Q9SH89|OFT19_ARATH O-fucosyltransferase 19 OS=Arabidopsis thaliana OX=3702 GN=OFUT19 PE=2 SV=1_1_131,0.401,0.503,0.0756408637454224,0.08570585341859321
sp|Q9SHZ5|UBA1B_ARATH UBP1-associated proteins 1B OS=Arabidopsis thaliana OX=3702 GN=UBA1B PE=2 SV=2_1_106,0.45,0.584,0.08115502799174978,0.09963600590260699
sp|Q9SHZ5|UBA1B_ARATH UBP1-associated proteins 1B OS=Arabidopsis thaliana OX=3702 GN=UBA1B PE=2 SV=2_232_382,0.394,0.509,0.09138359220440292,0.10016724053123464
tr|Q9SIK3|Q9SIK3_ARATH Nucleolar-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g21560 PE=2 SV=1_114_274,0.427,0.55,0.10729469209075218,0.12397442203639943
tr|Q9SMR9|Q9SMR9_ARATH Cell wall integrity/stress response component-like protein OS=Arabidopsis thaliana OX=3702 GN=At4g39840 PE=1 SV=1_1_224,0.452,0.571,0.15692217030769876,0.1730644367929169
sp|Q9STE8|TC753_ARATH Protein TOC75-3; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TOC75-3 PE=1 SV=1_1_150,0.413,0.546,0.09946542071810412,0.11634038366945403
tr|Q9STH0|Q9STH0_ARATH SAUR-like auxin-responsive protein family OS=Arabidopsis thaliana OX=3702 GN=SAUR35 PE=3 SV=1_1_77,0.44,0.575,0.06364439954539715,0.08114117068371866
tr|Q9STH2|Q9STH2_ARATH Pectin methylesterase inhibitor 1 OS=Arabidopsis thaliana OX=3702 GN=PME1 PE=1 SV=1_1_33,0.456,0.59,0.014311571326345921,0.026817511067388094
tr|Q9ZQF5|Q9ZQF5_ARATH At2g15580 OS=Arabidopsis thaliana OX=3702 GN=At2g15580 PE=2 SV=2_1_123,0.409,0.529,0.0798080565727996,0.09709788489916381
tr|Q9ZVB6|Q9ZVB6_ARATH Haloacid dehalogenase-like hydrolase (HAD) superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g41250 PE=1 SV=1_1_51,0.425,0.559,0.025929199814791425,0.036242006886374814
tr|A0A1P8B8A2|A0A1P8B8A2_ARATH ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase OS=Arabidopsis thaliana OX=3702 GN=DL3225C PE=1 SV=1_1002_1051,0.383,0.462,0.023277349833733214,0.021229709788489922
tr|A8MS61|A8MS61_ARATH ECA1 gametogenesis related family protein OS=Arabidopsis thaliana OX=3702 GN=At5g36550 PE=4 SV=1_1_35,0.462,0.54,0.01549017131792734,0.028253812100344326
tr|F4HR02|F4HR02_ARATH Nucleolin OS=Arabidopsis thaliana OX=3702 GN=At1g19990 PE=1 SV=1_1_127,0.435,0.572,0.09117312792019193,0.10929660600098379
tr|F4HR02|F4HR02_ARATH Nucleolin OS=Arabidopsis thaliana OX=3702 GN=At1g19990 PE=1 SV=1_169_251,0.44,0.569,0.06099254956433894,0.08033448106246925
tr|F4HVZ8|F4HVZ8_ARATH Protoporphyrinogen oxidase-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g02350 PE=4 SV=1_1_140,0.386,0.495,0.08178642084438272,0.09650762420068866
tr|F4I389|F4I389_ARATH Glycine-rich protein OS=Arabidopsis thaliana OX=3702 GN=At1g36675 PE=4 SV=1_1_268,0.403,0.534,0.1506503346382119,0.17133300541072308
tr|F4ICJ5|F4ICJ5_ARATH Di-glucose binding protein with Leucine-rich repeat domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=LLR1 PE=1 SV=1_577_628,0.414,0.53,0.029717556930588883,0.03533694048204625
tr|F4JGS0|F4JGS0_ARATH P-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g04180 PE=1 SV=2_1_117,0.406,0.514,0.0749252851791051,0.09292670929660601
tr|F4JGS0|F4JGS0_ARATH P-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g04180 PE=1 SV=2_264_294,0.457,0.58,0.0050932356779054555,0.015228726020659122
tr|F4JHZ4|F4JHZ4_ARATH Glycosyl transferase family 1 protein OS=Arabidopsis thaliana OX=3702 GN=At4g01210 PE=1 SV=1_1_38,0.407,0.506,0.009807635644231174,0.0162321692080669
tr|F4JHZ4|F4JHZ4_ARATH Glycosyl transferase family 1 protein OS=Arabidopsis thaliana OX=3702 GN=At4g01210 PE=1 SV=1_978_1031,0.455,0.554,0.03733636401902597,0.049208066896212495
sp|F4JIF5|TCX2_ARATH Protein tesmin/TSO1-like CXC 2 OS=Arabidopsis thaliana OX=3702 GN=TCX2 PE=1 SV=1_1_371,0.422,0.544,0.207770341373069,0.23415641908509593
sp|F4JIF5|TCX2_ARATH Protein tesmin/TSO1-like CXC 2 OS=Arabidopsis thaliana OX=3702 GN=TCX2 PE=1 SV=1_432_464,0.436,0.576,0.00829229279791219,0.017176586325627154
sp|F4JIF5|TCX2_ARATH Protein tesmin/TSO1-like CXC 2 OS=Arabidopsis thaliana OX=3702 GN=TCX2 PE=1 SV=1_501_674,0.414,0.546,0.12156417056025591,0.14048204623708807
sp|F4JUU5|S2P_ARATH Membrane-bound transcription factor site-2 protease homolog OS=Arabidopsis thaliana OX=3702 GN=S2P PE=2 SV=2_1_37,0.397,0.484,0.008166014227385611,0.015563207083128382
tr|F4JYI4|F4JYI4_ARATH ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase OS=Arabidopsis thaliana OX=3702 GN=MUF8.2 PE=4 SV=1_1_53,0.419,0.517,0.02479269268005219,0.03193310378750615
tr|F4KBH6|F4KBH6_ARATH Caleosin-related family protein OS=Arabidopsis thaliana OX=3702 GN=At5g29560 PE=3 SV=2_1_65,0.444,0.552,0.045797028244306946,0.05713723561239548
sp|F4KF65|IMPA9_ARATH Importin subunit alpha-9 OS=Arabidopsis thaliana OX=3702 GN=IMPA9 PE=3 SV=1_1_82,0.4,0.532,0.05354211390327062,0.06567634038366944
tr|F4KFB0|F4KFB0_ARATH histidine--tRNA ligase OS=Arabidopsis thaliana OX=3702 GN=At5g03406 PE=4 SV=1_1_72,0.423,0.537,0.04849097108220734,0.06000983767830793
sp|O48709|PI5K3_ARATH Phosphatidylinositol 4-phosphate 5-kinase 3 OS=Arabidopsis thaliana OX=3702 GN=PIP5K3 PE=4 SV=1_592_639,0.431,0.545,0.023950835543208315,0.034136743728480086
tr|O49466|O49466_ARATH Uncharacterized protein AT4g19480 OS=Arabidopsis thaliana OX=3702 GN=At4g19480 PE=4 SV=1_1_128,0.453,0.593,0.10426400639811423,0.12210526315789474
sp|O64747|WRK35_ARATH Probable WRKY transcription factor 35 OS=Arabidopsis thaliana OX=3702 GN=WRKY35 PE=2 SV=1_1_211,0.411,0.548,0.13903270614976637,0.16238071815051647
sp|O64747|WRK35_ARATH Probable WRKY transcription factor 35 OS=Arabidopsis thaliana OX=3702 GN=WRKY35 PE=2 SV=1_271_427,0.407,0.534,0.10325377783390156,0.11586817511067388
sp|P29384|SEP2_ARATH Developmental protein SEPALLATA 2 OS=Arabidopsis thaliana OX=3702 GN=SEP2 PE=1 SV=1_182_250,0.415,0.498,0.0377993854442901,0.04430890309886867
sp|P47924|RIBA1_ARATH Bifunctional riboflavin biosynthesis protein RIBA 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RIBA1 PE=1 SV=2_1_131,0.404,0.549,0.09382497790125016,0.11189375307427447
sp|P52422|PUR3_ARATH Phosphoribosylglycinamide formyltransferase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PUR3 PE=2 SV=2_1_74,0.431,0.547,0.05274234962326893,0.06258730939498278
sp|Q0WR66|ASY3_ARATH Meiosis-specific protein ASY3 OS=Arabidopsis thaliana OX=3702 GN=ASY3 PE=1 SV=1_1_624,0.414,0.55,0.3020162478427411,0.32421052631578945
tr|Q0WRV2|Q0WRV2_ARATH Mitochondrial transcription termination factor family protein OS=Arabidopsis thaliana OX=3702 GN=MTERF16 PE=1 SV=1_1_100,0.4,0.528,0.06027697099802163,0.0753566158386621
tr|Q1G3K5|Q1G3K5_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g33145 PE=1 SV=1_1_64,0.442,0.57,0.03923054257692469,0.05432365961633055
tr|Q3E8M9|Q3E8M9_ARATH U3 small nucleolar RNA-associated protein OS=Arabidopsis thaliana OX=3702 GN=At5g36722 PE=2 SV=1_1_62,0.429,0.546,0.04285052826535336,0.054540088539104775
sp|Q43307|PLSB_ARATH Glycerol-3-phosphate acyltransferase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ATS1 PE=1 SV=2_1_90,0.439,0.562,0.06511764953487394,0.08031480570585343
sp|Q4VP07|LUR16_ARATH Protein LURE 1.6 OS=Arabidopsis thaliana OX=3702 GN=LURE1.6 PE=3 SV=2_1_49,0.417,0.548,0.025508271246369493,0.037284800787014266
tr|Q67ZR8|Q67ZR8_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At4g13530 PE=1 SV=1_1_176,0.424,0.559,0.12316369912025929,0.13426463354648305
sp|Q6ICZ8|NACA3_ARATH Nascent polypeptide-associated complex subunit alpha-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=At5g13850 PE=1 SV=1_1_71,0.404,0.434,0.03965147114534664,0.05233644859813085
sp|Q6ICZ8|NACA3_ARATH Nascent polypeptide-associated complex subunit alpha-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=At5g13850 PE=1 SV=1_130_204,0.432,0.561,0.05371048533063939,0.06744712247909494
tr|Q6K1M3|Q6K1M3_ARATH Mitogen-activated protein kinase kinase kinase 21 OS=Arabidopsis thaliana OX=3702 GN=MAPKKK21 PE=2 SV=1_268_336,0.418,0.536,0.04697562823588836,0.05678307919331038
sp|Q6X5Y6|WRI1_ARATH Ethylene-responsive transcription factor WRI1 OS=Arabidopsis thaliana OX=3702 GN=WRI1 PE=1 SV=1_1_70,0.456,0.58,0.055352106747484954,0.07130349237579933
sp|Q6X5Y6|WRI1_ARATH Ethylene-responsive transcription factor WRI1 OS=Arabidopsis thaliana OX=3702 GN=WRI1 PE=1 SV=1_242_430,0.434,0.567,0.13650713473923476,0.15826856861780622
sp|Q8H157|PTR19_ARATH Protein NRT1/ PTR FAMILY 4.6 OS=Arabidopsis thaliana OX=3702 GN=NPF4.6 PE=1 SV=1_264_321,0.456,0.562,0.039861935429557606,0.052080668962124946
sp|Q8RXK1|DTX23_ARATH Protein DETOXIFICATION 23 OS=Arabidopsis thaliana OX=3702 GN=DTX23 PE=2 SV=1_1_34,0.44,0.577,0.008586942795807549,0.017963600590260698
tr|Q8VZ71|Q8VZ71_ARATH At2g31560 OS=Arabidopsis thaliana OX=3702 GN=At2g31560 PE=1 SV=1_1_80,0.403,0.534,0.048869806793787086,0.06215445154943433
tr|Q8VZ71|Q8VZ71_ARATH At2g31560 OS=Arabidopsis thaliana OX=3702 GN=At2g31560 PE=1 SV=1_144_202,0.437,0.54,0.03678915688007745,0.04702410231185441
tr|Q949S6|Q949S6_ARATH NAD(P)-linked oxidoreductase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g14345 PE=1 SV=1_1_77,0.441,0.567,0.05821442101275414,0.07096901131333007
sp|Q94KD0|TA15B_ARATH Transcription initiation factor TFIID subunit 15b OS=Arabidopsis thaliana OX=3702 GN=TAF15B PE=1 SV=1_1_268,0.372,0.487,0.12623647766973942,0.13873093949827842
sp|Q94KD0|TA15B_ARATH Transcription initiation factor TFIID subunit 15b OS=Arabidopsis thaliana OX=3702 GN=TAF15B PE=1 SV=1_364_422,0.387,0.531,0.029633371216904496,0.04021642892277423
tr|Q9C824|Q9C824_ARATH BZIP protein; putative; 48652-45869 OS=Arabidopsis thaliana OX=3702 GN=At1g52320 PE=1 SV=1_51_339,0.381,0.514,0.1657195773877173,0.18740777176586326
sp|Q9FI44|SDAF2_ARATH Succinate dehydrogenase assembly factor 2; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SDHAF2 PE=1 SV=1_1_35,0.434,0.57,0.013974828471608362,0.024790949335956724
sp|Q9FI44|SDAF2_ARATH Succinate dehydrogenase assembly factor 2; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=SDHAF2 PE=1 SV=1_157_188,0.407,0.547,0.004882771393694483,0.011923266109198227
sp|Q9FJH6|AB1F_ARATH ABC transporter F family member 1 OS=Arabidopsis thaliana OX=3702 GN=ABCF1 PE=2 SV=1_1_48,0.457,0.576,0.0267710569516353,0.03824889326119036
sp|Q9FZ81|RBL12_ARATH RHOMBOID-like protein 12; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RBL12 PE=2 SV=1_1_66,0.401,0.54,0.04158774256008756,0.05479586817511068
tr|Q9LMR2|Q9LMR2_ARATH At1g15720 OS=Arabidopsis thaliana OX=3702 GN=TRFL5 PE=1 SV=1_197_341,0.434,0.535,0.10253819926758428,0.11665518937530744
sp|Q9LSE2|ICE1_ARATH Transcription factor ICE1 OS=Arabidopsis thaliana OX=3702 GN=SCRM PE=1 SV=1_1_315,0.409,0.538,0.16504609167824222,0.17406787998032464
sp|Q9LSE2|ICE1_ARATH Transcription factor ICE1 OS=Arabidopsis thaliana OX=3702 GN=SCRM PE=1 SV=1_363_397,0.472,0.598,0.017300164162141675,0.030103295622233156
sp|Q9LT17|BBR_ARATH E3 ubiquitin ligase BIG BROTHER-related OS=Arabidopsis thaliana OX=3702 GN=BBR PE=2 SV=1_1_285,0.448,0.582,0.2009092057077914,0.22498770290211512
sp|Q9LT84|U496M_ARATH UPF0496 protein At3g19330 OS=Arabidopsis thaliana OX=3702 GN=At3g19330 PE=2 SV=2_1_49,0.443,0.564,0.029717556930588883,0.03944909001475652
sp|Q9LUS8|P2C40_ARATH Probable protein phosphatase 2C 40 OS=Arabidopsis thaliana OX=3702 GN=At3g16560 PE=1 SV=1_1_164,0.432,0.568,0.11828092772656477,0.13562223315297592
tr|Q9LVC1|Q9LVC1_ARATH Similarity to carboxyl-terminal proteinase OS=Arabidopsis thaliana OX=3702 GN=MKN22.4 PE=1 SV=1_1_54,0.4,0.506,0.022477585553731524,0.03270044269552386
sp|Q9M385|RK17_ARATH Large ribosomal subunit protein bL17c OS=Arabidopsis thaliana OX=3702 GN=RPL17 PE=2 SV=1_1_102,0.439,0.556,0.07614597802752872,0.0881849483521889
sp|Q9M8Z8|PLY8_ARATH Probable pectate lyase 8 OS=Arabidopsis thaliana OX=3702 GN=At3g07010 PE=2 SV=1_1_32,0.417,0.59,0.0060613713852759165,0.012690605017215936
sp|Q9S728|PDF1_ARATH Protodermal factor 1 OS=Arabidopsis thaliana OX=3702 GN=PDF1 PE=2 SV=1_1_306,0.413,0.525,0.16933956307614598,0.1924053123462863
tr|Q9SJT6|Q9SJT6_ARATH RBR-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=RFA4 PE=4 SV=1_1_43,0.457,0.567,0.021004335564254746,0.03209050664043286
tr|Q9SJT6|Q9SJT6_ARATH RBR-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=RFA4 PE=4 SV=1_392_468,0.502,0.66,0.08170223513069831,0.10943433349729464
sp|Q9SPL2|CIP8_ARATH E3 ubiquitin-protein ligase CIP8 OS=Arabidopsis thaliana OX=3702 GN=CIP8 PE=1 SV=1_48_246,0.413,0.53,0.12594182767184406,0.14599114608952288
tr|Q9SW43|Q9SW43_ARATH AT4g34920/F11I11_160 OS=Arabidopsis thaliana OX=3702 GN=T11I11.160 PE=1 SV=1_1_42,0.443,0.544,0.019068064149513824,0.029217904574520424
sp|Q9SY69|PPR29_ARATH Pentatricopeptide repeat-containing protein At1g10270 OS=Arabidopsis thaliana OX=3702 GN=GRP23 PE=1 SV=1_1_138,0.406,0.515,0.09458264932440964,0.11545499262174128
sp|Q9SY69|PPR29_ARATH Pentatricopeptide repeat-containing protein At1g10270 OS=Arabidopsis thaliana OX=3702 GN=GRP23 PE=1 SV=1_602_913,0.226,0.322,0.08018689228437934,0.10394490900147565
sp|Q9ZUV3|IRX7_ARATH Probable glucuronoxylan glucuronosyltransferase IRX7 OS=Arabidopsis thaliana OX=3702 GN=IRX7 PE=2 SV=1_1_77,0.404,0.483,0.04146146398956097,0.05343826856861781
sp|B3H6K1|Y4791_ARATH Uncharacterized protein At4g17910 OS=Arabidopsis thaliana OX=3702 GN=At4g17910 PE=2 SV=2_1_35,0.436,0.588,0.010733678494759435,0.01985243482538121
sp|B9DFV2|PQT3L_ARATH E3 ubiquitin ligase PQT3-like OS=Arabidopsis thaliana OX=3702 GN=At5g47430 PE=1 SV=1_78_288,0.385,0.512,0.1272467062339521,0.14760452533202167
sp|B9DFV2|PQT3L_ARATH E3 ubiquitin ligase PQT3-like OS=Arabidopsis thaliana OX=3702 GN=At5g47430 PE=1 SV=1_352_892,0.379,0.515,0.24649576966788736,0.27885882931628136
tr|F4HUG8|F4HUG8_ARATH Ribosomal L18p/L5e family protein OS=Arabidopsis thaliana OX=3702 GN=At1g14205 PE=3 SV=2_1_73,0.442,0.552,0.05404722818537693,0.06634530250860797
sp|F4I2N7|RLK7_ARATH Receptor-like protein kinase 7 OS=Arabidopsis thaliana OX=3702 GN=RLK7 PE=1 SV=1_629_662,0.402,0.564,0.008250199941069996,0.017943925233644863
tr|F4IB75|F4IB75_ARATH Regulator of Vps4 activity in the MVB pathway protein OS=Arabidopsis thaliana OX=3702 GN=ISTL12 PE=3 SV=1_141_710,0.413,0.545,0.2739403123289978,0.3005804230201672
tr|F4IIT6|F4IIT6_ARATH AGAMOUS-like 46 OS=Arabidopsis thaliana OX=3702 GN=AGL46 PE=4 SV=1_153_329,0.402,0.525,0.11045165635391672,0.12025577963600591
tr|F4J108|F4J108_ARATH RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At3g63450 PE=1 SV=1_79_111,0.438,0.488,0.007492528517910508,0.013753074274471222
tr|F4J108|F4J108_ARATH RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At3g63450 PE=1 SV=1_291_406,0.426,0.565,0.086416635097024,0.10237088047220856
tr|F4JGJ0|F4JGJ0_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g06639 PE=4 SV=1_1_60,0.409,0.532,0.03304289262112219,0.04505656665027054
tr|F4JSJ6|F4JSJ6_ARATH DNA photolyase OS=Arabidopsis thaliana OX=3702 GN=At4g25290 PE=1 SV=1_1_38,0.415,0.563,0.015826914172664897,0.025105755041810136
tr|O22826|O22826_ARATH At2g43770 OS=Arabidopsis thaliana OX=3702 GN=At2g43770 PE=1 SV=1_1_44,0.446,0.557,0.023151071263206625,0.034333497294638464
sp|O48847|LUH_ARATH Transcriptional corepressor LEUNIG_HOMOLOG OS=Arabidopsis thaliana OX=3702 GN=LUH PE=1 SV=1_103_503,0.406,0.534,0.21134823420465548,0.2349237579931136
tr|O49427|O49427_ARATH At4g20000 OS=Arabidopsis thaliana OX=3702 GN=At4g20000 PE=1 SV=1_1_208,0.374,0.493,0.10822073494128047,0.11677324151500247
sp|O64852|IQD6_ARATH Protein IQ-DOMAIN 6 OS=Arabidopsis thaliana OX=3702 GN=IQD6 PE=1 SV=1_1_64,0.416,0.549,0.03729427116218377,0.04617806197737334
sp|O64852|IQD6_ARATH Protein IQ-DOMAIN 6 OS=Arabidopsis thaliana OX=3702 GN=IQD6 PE=1 SV=1_219_416,0.411,0.537,0.12438439196868291,0.13910477127397936
sp|O65238|Y5537_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370 OS=Arabidopsis thaliana OX=3702 GN=At5g35370 PE=2 SV=2_425_499,0.39,0.494,0.04268215683798459,0.05442203639940974
sp|O65238|Y5537_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370 OS=Arabidopsis thaliana OX=3702 GN=At5g35370 PE=2 SV=2_828_872,0.409,0.53,0.017131792734772902,0.025420560747663547
sp|O82289|SRO1_ARATH Probable inactive poly [ADP-ribose] polymerase SRO1 OS=Arabidopsis thaliana OX=3702 GN=SRO1 PE=1 SV=2_1_32,0.45,0.571,0.008629035652649742,0.016881455976389577
sp|O82289|SRO1_ARATH Probable inactive poly [ADP-ribose] polymerase SRO1 OS=Arabidopsis thaliana OX=3702 GN=SRO1 PE=1 SV=2_180_268,0.436,0.568,0.06448625668224102,0.0825381210034432
sp|O82289|SRO1_ARATH Probable inactive poly [ADP-ribose] polymerase SRO1 OS=Arabidopsis thaliana OX=3702 GN=SRO1 PE=1 SV=2_449_505,0.435,0.549,0.03843077829692302,0.052729955730447614
sp|P93043|VPS41_ARATH Vacuolar protein sorting-associated protein 41 homolog OS=Arabidopsis thaliana OX=3702 GN=VPS41 PE=1 SV=3_1_46,0.514,0.626,0.03544218546112725,0.06091490408263651
sp|P93043|VPS41_ARATH Vacuolar protein sorting-associated protein 41 homolog OS=Arabidopsis thaliana OX=3702 GN=VPS41 PE=1 SV=3_921_980,0.375,0.513,0.029128256934798164,0.03498278406296115
sp|P93831|CLF_ARATH Histone-lysine N-methyltransferase CLF OS=Arabidopsis thaliana OX=3702 GN=CLF PE=1 SV=2_1_197,0.416,0.547,0.12749926337500525,0.14719134284308905
sp|P93831|CLF_ARATH Histone-lysine N-methyltransferase CLF OS=Arabidopsis thaliana OX=3702 GN=CLF PE=1 SV=2_329_525,0.423,0.55,0.13048785621080103,0.15092966060009838
sp|P93831|CLF_ARATH Histone-lysine N-methyltransferase CLF OS=Arabidopsis thaliana OX=3702 GN=CLF PE=1 SV=2_588_627,0.403,0.526,0.015195521320031982,0.020718150516478122
sp|Q1JPP8|SMR4_ARATH Cyclin-dependent protein kinase inhibitor SMR4 OS=Arabidopsis thaliana OX=3702 GN=SMR4 PE=1 SV=1_1_72,0.436,0.528,0.055562571031695915,0.06473192326610921
sp|Q38953|DEAH5_ARATH Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5 OS=Arabidopsis thaliana OX=3702 GN=At3g26560 PE=1 SV=2_76_211,0.414,0.539,0.09049964221071684,0.10325627151992131
sp|Q38953|DEAH5_ARATH Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5 OS=Arabidopsis thaliana OX=3702 GN=At3g26560 PE=1 SV=2_279_507,0.4,0.536,0.14033758471187438,0.1574618789965568
